latitude,longitude,predicted_risk
42.9311,143.4433,0.9369474
37.5944,140.465,0.99453294
37.5944,140.465,0.99453294
37.5944,140.465,0.99453294
39.0653,141.1625,0.9964635
39.0653,141.1625,0.9964635
38.9483,141.1708,0.988393
38.9483,141.1708,0.988393
40.5022,141.4447,0.97959274
40.5022,141.4447,0.97959274
40.5022,141.4447,0.97959274
40.5022,141.4447,0.97959274
39.5478,140.2244,0.99878556
39.5478,140.2244,0.99878556
39.5478,140.2244,0.99878556
39.5478,140.2244,0.99878556
38.4814,140.35,0.998679
38.4814,140.35,0.998679
38.4814,140.35,0.998679
38.4814,140.35,0.998679
38.4814,140.35,0.998679
38.4814,140.35,0.998679
38.1983,140.1022,0.99908924
38.1983,140.1022,0.99908924
38.1983,140.1022,0.99908924
38.1983,140.1022,0.99908924
38.7019,140.2319,0.99609274
38.7019,140.2319,0.99609274
38.7019,140.2319,0.99609274
36.55,140.3258,0.9946609
36.55,140.3258,0.9946609
35.9817,139.89,0.9999132
35.9817,139.89,0.9999132
35.9817,139.89,0.9999132
35.9817,139.89,0.9999132
36.2544,139.6542,0.9958762
36.2544,139.6542,0.9958762
36.2544,139.6542,0.9958762
36.2544,139.6542,0.9958762
36.2619,139.7475,0.999236
36.2619,139.7475,0.999236
36.2619,139.7475,0.999236
36.2619,139.7475,0.999236
36.0903,139.7761,0.9999045
36.0903,139.7761,0.9999045
36.0903,139.7761,0.9999045
36.1217,139.7664,0.9998872
36.1217,139.7664,0.9998872
36.1217,139.7664,0.9998872
36.3019,139.5028,0.94127387
36.3019,139.5028,0.94127387
36.3019,139.5028,0.94127387
36.3019,139.5028,0.94127387
34.3469,135.6919,0.9662488
34.3469,135.6919,0.9662488
34.2181,135.3267,0.82781357
34.2181,135.3267,0.82781357
35.3011,135.2667,0.99402
35.3011,135.2667,0.99402
35.3011,135.2667,0.99402
35.3011,135.2667,0.99402
35.3108,135.1714,0.9997434
35.3108,135.1714,0.9997434
35.3108,135.1714,0.9997434
35.4825,134.7992,0.99861276
35.4825,134.7992,0.99861276
35.4825,134.7992,0.99861276
35.4825,134.7992,0.99861276
34.8753,134.1042,0.99573684
34.8753,134.1042,0.99573684
32.9383,130.5831,0.9987538
32.9383,130.5831,0.9987538
32.7347,130.7392,0.9987041
32.7347,130.7392,0.9987041
32.7347,130.7392,0.9987041
32.7347,130.7392,0.9987041
31.9086,130.4544,0.9976005
31.9086,130.4544,0.9976005
31.9086,130.4544,0.9976005
31.9086,130.4544,0.9976005
31.8625,130.3358,0.99783915
31.8625,130.3358,0.99783915
31.8625,130.3358,0.99783915
31.8625,130.3358,0.99783915
31.8625,130.3358,0.99783915
32.0156,130.5989,0.99050003
32.0156,130.5989,0.99050003
32.0156,130.5989,0.99050003
31.8597,131.1131,0.99939334
31.8597,131.1131,0.99939334
31.8597,131.1131,0.99939334
31.8597,131.1131,0.99939334
